13932	fool trust mayawati shukr hai bjp ko 300 seat gaye nahi toh yeh bua sabs pahl bhagt	0
23514	digit toh tu q bta rha hai 😂😂	1
31245	wowowo bhaijaaan luvvvv uhhh unar realli god present earth luv life everyth sir ❤️❤️😻😻😻 want meet u	2
31713	aan wale 100 day new india ke liy bhut hi aham hone wale hain e commers sector aur oil 's main apko bhut utar - chad	2
15577	yahi sab bakwa kar ke harwa diya congress ko	0
19075	esi baat prr madam ek debat apk sath ka hojay dekht hai kon kitna bada chaplus hai bjp rss ka 🤣🤣🤣	2
24946	digit humar pm modi ji ko naman karta hu aur ishwar se prarthna karta hu ki humasaa humar desh k	1
22519	haha hamar modiji bhi great hain 👍👍😃😃😄😄	2
37750	best thing liber journalist normalis everyth use ‘ modi 2 ’ one bhaisahab p	1
2591	frnd bhai tu kaha hai traffic fasa hua hu bhai 🙄 frnd jaldi aa apn gaw jsb aayi hai	1
41031	69 bc ek baar phasa tha sala aaisa jhatka laga thana yaar phir direct usk baad se underwear 😂	1
24344	beast logo ko phle smjhna sunna sikho bcz jruri nhi jo dikh gya wo shi ho hr dm 😒	1
30364	13 jcb ki khudai dekhn tum nehi jaat ho kya 's trend bcz jcb meme n r hilar	2
25580	oooh head cover remind lil uhh danish special forc frog men super rad love color work	2
22749	ye chor buddah kyu chup chap nehi rehrakta hei rss walo buddah ko gaand maaro jail rahkebhi khu	0
12541	aziz	1
15187	jab tak dalit aur obc ek nahi ho jate pichhro ko bat kar unka hak marti rahegi bjp kabhi rastravad kabhi hindut	2
19805	veri nice think sir hamar desh ko aag badn se koi nhi rok sakta jai hind	2
19550	kutt ki poonch kabhi bhi seedha nahi hosakti pakistan ki niyat bhi kab	0
16419	ram ji aajkal aapka name leke kuchh log insano ka khun kar rahe hiisp aap kiya kaheng	0
42854	best wshs abhi film n't new u yet 1st step matter n 'm sure u given ur best n wil fetch	2
8780	messs aap bole n mujh lga yhan bhot sari shadiyaan ho rhi unka bhi hua hoga bt sri didu aag	1
19792	m1 idhi nana maata naa math shaashanam 🙏🙏 whenev watch first thing come mind role rajmata	2
4175	omg miss yu alreadi 😭 smoke time hahah 🔥	2
22075	ye hai modi j k chahet inko khud nahi pata ki ye kaha se janm hai shayad gutter se ya suar ki paida	0
22520	mohtarma aap bolti ho ki bjp wale bhakt log logo ki ijjat nahi kart par yanha apki apni parti bhi	0
28340	payen sweet nice one close friend realli trust cherish mujay kabhi dm karliya karo 😡	2
17322	hello mr r u ? ? ? agar tumhari maa ne ye nahi kiya hota aaj congress ki ye haalat nahi hoti p	0
17955	nation kutt bhonkt rehat hain	1
3184	sir one month nahi kabhi bhi mat bhejana ye media hi hai jisan bjp ko jitaya hai modiji	1
3463	gupta ji aap iss bagul ke point ko nahi samajh payeng kyunki ye khud apn kaddu ( कद्दू…	2
1025	org chalo g bc inhi c	1
16935	commi ais pragya thakur bhi mandat se hi saansad bani hain pr iss uska kiyaa dharana sahi nahi ho jaayega	0
16427	meek expect trashi respons sinc readi gej visit egypt sam	1
17582	yeeeeee great day kennesawst 🦉 @ coachrack75	1
43789	veri cute car may suggest fill back shiba extra cute	1
8989	apk liy song - momentum )	1
44451	happi june 1st u jada also happi saturday u & ur famili hope u awesomeamaz	2
13602	ye log exitpol 2019 bhi pahl 4bje bad 5pm jabki pta tha ki 6 bje tak matdan hoga bakva chenal h	0
22770	ye hospit tumhr baap k teen bar wazeer azam rehn k bad walay halat bata rahi hy besharam aurat	0
23127	dollar chahi jitna opar chala jay jannat ni jaa skta kyn wo kaafir hai 🤣🤣 wazir fawad chaudhri	1
26414	god bless u sir sb pakistanio k lye k ye ham sb ka farz banta hai k hm bijli chori ko roken ar bijl	2
2450	insan insan insan1 🎂🎂 happi birthday 🎂🎂 insan1 🎂🍧🍨 sister ji 🎁🍫🍬🎈 papa ji aapko	1
24318	saya pesan untuk semua yg bergelar wanita bukan “ wanita berloceng ” ye dan jugak diri saya 😊❤️	1
18809	awww thank gorgeous ilfal lekum ya rab afra7 feekum 🥰♥️♥️♥️ much wallaaa 🥺 love 💕	2
14707	ye sala kyi nahi mob lunch madarchod ab marja	0
11189	kcr - feder front - mungerila ke hasina sapn ha ha ha	2
13906	use favourit month ramdan realli focus anyth 😕	1
10600	phenomen advertis best leagu world genuin worst final ever seen	0
13217	ye jyadatar anti-modi log anti-n kyun hote hai fir bola pakistan chale jaao toh offend ho jaat hai	0
16042	zindagi ki yehi reet hai still one favorit song jai bajrangbali dialogu fi	2
16192	chunki mujhm paida nahi ho sakti hai jais mata aur pita aur pitar mere garbh se nahi paida ho sakt hain	1
12	ye ye ye ? ? ? ? ? ? ? gon na start anoth june sour note uhhhh yes yes ( yes )	1
1767	abe bsdk kale kutt tu ye kya becha raha hai tharki nehru ki tarif likhi hogi ismai kyo ... . ? tu sale	0
38179	yeah sab ek jais hai ghadh actual donkey intellig 🙄🙄🙄🙄	0
5726	chutiy stoner nahi hu na teri tarh kuch sungn ya fukn nahi jata lawd pata bhi nahi chalta ki	0
20142	hahaha veri funni bas dusron ka hi bio data leti hain aap bas good job	1
2122	jo modi ji pe ung utha rahe unh bata du ye pich sarkar ka paap agar abhi convinc nahi hue ne	1
32844	sarkar ke charitr pe batta laga rahe ho desh drohi ho kya aapko keval matr nara lagana hai gar	2
14034	pakistan ki jersi pehn kr ek indian ko crush rkhna bad	1
26777	ankush oye mc jail sanda saaf karni karega kya bc teri sakl b	0
13277	bin pend ka lota tere jais aadmi ko hi bolt hain bhagod saal smuggl kar ka	0
16544	abay yar kahan se le ker aata hai yeh dhakan main wasim khan ka kia kasoor hai	1
19321	congratul sir hmlog ko aps kafi ummid h ap k sath sare indian h jai hind jai shree ram	2
17014	kbhi khaamoshi bhi boht kuch keh jati h tarpan ke liy yaad reh jati hai kia farq parhta hai capstan ho ya gold leaf j	0
17196	dhasu osm pic msg chat krte h aao	2
35144	offici offici bhaiya u r look khub sundoor 😊 love kolkata bhaiya 😄	1
8477	let defend infront sjc tu sala lgda bc	0
32790	proof de chutiy jhoot mat faila agar tere pas sach koi saboot hai supremecourt	0
466	bhaijaan ji pleas mein apka bahot bahot bada fan hoon pleas meri jindagi bachalijiy pleas mein	1
39275	sir look beati person kbc	1
16986	hamar nabinji odissa c congratul apko bahut bahut badhai ho ji	2
20152	sardar gaddar nhi hote expect sidhu	2
21953	ki ham kisi aaphi employe hai vaha 8ghanta imandari se kam kare taki har kam sahi roop teji se aag barh	0
44849	pronam sir jiajj 1bar apps bath korna hai sir ji desh ke liya 7085987767 desh appk habal kordiya app age bart rahiy jai hind	1
44732	fuck ms thorp fuck ms baaj fuck ms mahmoud fuck ms black fuck ms politt fuck aam	0
17650	dear harshadchopda sir time show best ☺️☺️ yes sir aap ko logh ne jo kuch bi k	2
18251	congratul boy sumit rathi aryan lamba select india u19 squad 🔥 make us proud 🔴⚪️ aamar	2
12928	offici yeh hay sacha khan hamara pm jis nay ramazan e ea	2
38785	adarsh	1
2705	aap sirfsabko yaad dilaiy ek ek flyover se aapn 25 crore 50 crore 75 crore 125 cro	0
6187	hindu hater come critic / report nonsens behavior deshdrohi dodo	0
24228	oh 'm sorri hear ( reader super nice 's hard grow audienc updat rate sighhh	1
22397	😂 realli n't love apn aap see etni nafrat q	1
13907	hate kon karraha hai yr bach ko 🤣🤣🤣 lkn iski batameezi ko promot krna theek nhi hai aag jab	0
20321	kun gya chor kr apko massom kuri ko 😊	1
36060	sinc last one month laila also oont majnoo pich pich 😔 bhav hi nahi de rhi bc 😞	1
21198	vij1 desh ke bare mat sochna	2
36409	punadiya ye sab hindibhasi ki galti jais hindi ka bahiskar kar rahe hindibhasi unka kyu	0
22352	sarm nahi bjp rss ke chaddi dhari logo ko ye mla h ya janvar gadha	0
19252	q apko kya jalan horahehi odi 105 match bann ka gussa ab es per nikal raheho	0
23484	begharaton ki koi kami nahi aik dhondho hazar milt hain shb koi moka hath se jane na dena sirf	0
33039	megan grab fuckin phoneeee love muchhhh	2
44457	jo team pakistan ko haraegi wo pakistaniyo ko buri hi lgegi 😛 ruko thore din abhi pak vs aus b hoga 😂	1
37614	busi busi busi time think box ted talk listen learn tedtalksindianayibaat	1
13960	forgot kumar ketkar best chamcha vadra clan	1
35113	sir aapka post guss se bhara h aapko sanyam shabdon shaleenta lani hogi modi ji ke saath h	1
42843	sharma1 nahi vaha log itn educ hai ki direct isi hi placement lete hai 😂 😂	0
19164	accha bsdk ye bata ye hack / swap 3 pradesh ki vidhan sabha mein kab aur kais hua	0
26880	pakistan yeh hai tum bhakton ki auqat hindutva ne tum hindu ko namard	0
8104	oh haha 🤣🤣 jus visit rare caz visit song play yeh galiyan yeh chobara yaha	1
19028	excit amaz twt perform bgt stage tonight 🎉🙌 trust us wo n't want miss second	2
35037	bie baba barkha bangali driver wale talk bout bahut pahuch huy baba hain sorri minist	1
20278	aapko aur manya pradhan mantri ji ko shapath grahan ki bahut bahut shubhkamnay aur 2024 ke	2
21785	ya li sweet kind mehrban smjhdar handsom orrr achi lectur b dyte h 😂😂	2
35671	mat ri ye peopl around globeeeeee ... # eidmubarak kosongkosong	1
25586	inna trial ke nervous feel nahi ho raha kya	1
19231	exact 😆😆😆 hum toh loyal apn shw ki taraf watch tv n gave trp till last episod jaat	2
33662	uppsc ayog ke worker ne union bna li aur cm ko letter bhi diya aitraaj bat ka ki tarik se stf ko constitut	1
29446	random girl cool ek baar pakdo toh shi fir pta chlega kitna garam hu girl ajeeb chutiya hai tu bc 😤 *…	0
6005	adarsh best ! ! ! next chindi hit like kesari b grade actor best phase 😂	2
14537	bb sef chale summer differ	1
37238	boy1 jaguar car girl whatev boy2 ferrari car girl boy3 didi jcb girl didi hogi te	1
20905	aaj ka gyaan boy suno galti se bhi repeat galti se bhi ladki ko attitud ya ego mat dikhana q ki tu nhi deg	0
38093	truth incom tax main kark dekho inki kom sirf lutna haq zamana janti hai yogdaan koi karna nahi	0
24211	sabs pehl toh sare buddon ko nikal kar yuvaon ko lana padega sirf bait kar malai kh	1
30698	jab kattu vo jeez hi bad hai toh sad hone ka fayada hi nahi hai	1
28027	ye koi topi vopi ki ladai nahin thi logo ka aapa ka jhagada tha jise aap kais log hindu muslim ka	1
37825	achanak abdullah mirwaiz jais log panditon ke itn hmdrd kais ho gay kahi aisa nahi ki inka plan ho ki terr	0
42277	aap se umid krta hu ki aap main problem show kre ge na ki hindu aur muslim pe logo ke bitch	2
8455	ghanta mat sale ko marn aur public iski maut dikhao chutiy dareng tabhi attankwad se dur raheng	0
41885	inhi comparison ke saath hummara world cup guzar jata hai buss end main hummari team bahir hojati hai tourn	0
3155	te juro que te perdono pero nunca olvido de nada ni de lo que hicist ni de c ó mo doli ó .	1
42944	congratul belov cheif minist andhra pradesh ys jagan mohan reddi god bless rich abund	2
6568	congratul best wish sub ka saath sub ka vika aur sub ka vishwa yehi h sub ka bharat veer bharat	2
24839	et > > kasai ke beez nikammi teri apni chhatt ( roof ) 5saal se kharab	0
64	krishna jcb full trend chal rahi aa	2
11530	srkxfanboy beast block kr sale jlte hai dusro ke kam se khud ka star gar bhetha hai dono nall hai	0
15352	rehn de beta tums na ho payega aisi nautankiyon aur vote bank polit karn walon ko janta ka jabab b	0
9929	gandu muslim gud hindu logo aur maro inko behan chod muslim utho aur maro hindu kutto ko buzdil	0
40236	salut hai sir ji appko pleas chang	2
37799	need lose 10 lbs make $ 1000 two week wish good luck lol come get hurrr done	1
34220	koi momedan yeh kyun nahi sochta ki ramzan k mahin main allah ne hi paigambar bheja hai modi k roop	1
14302	wese aap toh full pat gali se nikal liy elect result ke bad ab toh media pe bhi	0
13711	bilkul sahi kaha aapn jis tarah haar ke baad bhi aapn kaam karna nahi choda ye darshata hai ki ka	2
44209	one kind word chang someon 's entir day .. ! ! wait love n smile long amitj	2
33880	shatram hona *.. kisi ka gender mat chang kr tu bc ..😂😂😂😂 aisi lappad logo ko friend ni bnata	0
12229	sir logo ko aps bahot ummid h best wish citizen	2
27637	ruko isko mai repli deta hun abhi gayab ho jayegi 😂	1
4577	madam aapn jo desh hit kam kiya us ke liy aapko dill se badhai deta hu aap ke behtar swasth	2
2557	mitali ji ye haramkhor ladna nahi chaha raha tha isko phasa diya gaya ye	0
22585	( late ok ) hbd fave twin bb galz miss much ahhh hope u guyz well hop	2
17654	🤣🤣🤣🤣🤣 bc ab sab ko gas cylind milta hai 's enough need gyan looser 's like corrupt congress parti	0
22376	hathi ke daant hindi proverb know well mam	0
32130	bewis chooseright ji 🌹 good morn guru ji 🌹 plz bless sewa simrn parmarth nd good health pl	2
15372	teen mah purva hospit ka udghatan hua tha magar aaj tak tala nahi khula hai kind doctor 's ko baha	0
32399	iv panchito iri chale lime write season 8 storylin ego bee 😂😂😂	1
31056	ironman kya ahmedabad kahi bhi nahi mil rahi 😭 mera kismat hi khrab hai	0
26258	nahi wo wohi sidrah bibi wala ackunt hai jis ko kabi bilaw b promotd krta gai aur maryam baji ka pura	1
10427	jai shree ram 2 se dubara aan ke liy bjp p modi ji amit sah ji ke seth pure desh washiyo ko dil se bahut bahut	2
12667	june offici halfway thru year mind blow	1
12656	main nahi dekhi raaz everyth superb song best sabhi horror b shandar tha	1
45010	pakiatan har gyaa liken yeh world ha 😁😁	2
6106	bjp 5 year show congress u ese dhol hi peet te rhoge bs tums machhar na marega	0
13637	maa ki gaali deta h kahta h ladkiyon ki respect karta hoon 🖕🖕🖕🖕 bhaiyo iska karta rahta hai jo maa ko gaali de k	0
30992	018 second ke video clip ke adhar pe apna nirnaya na banay polic ko apna kaam karn de	1
43731	ye barha acha bnda lgta hai 😂😂😂 hr kisi se barhi izzat se baat kr rha hai 😁😁 kaash saar	2
27594	kwe ba go phasa ka di 52 % ba 's difficult	1
23539	ab asifa ka haq banta hai maryam ki tarh asifa apn baap ko jail	0
15902	sir jab tak evm nahi band hogi koi bhi parti nahi jeet sakti modi bjp ke alaawa ev	1
22460	thk u everyon give much love badla congratul whole team & especi g	2
2295	2 0 jai kisaan jai jawan 😎👌 garu see 🙏 sarilerunekkevvaru happy75thbirthdaysup	1
31236	love much thank mga ate ko muaah	2
10178	muhammadpti allah kare sare ptm wale kutt ki maut marein aur tum logon ke perchay rone wala bhi koi	0
35516	agr mehnat kr k haar b jaen dukh nh hoga aur na gussa ayega lekn ye log inteha k	2
20310	kyu khoon nahi khoul rahi hai mr n news pe . ? ye state	1
25350	aur dono ne parti ko dhoka diya dononko bjp mei entri ab dhobhi ka	1
18093	shafiqu drop name ask question .♥️ 1 age 2 height 3 fav song 4 birthday 5 bad habit 6 best friend 7 goo	1
16139	bhai स्थाई hogey ki nahi es par mai kuch nahi kah sakta	1
31116	isi vjh se hi toh pure desh ne aapko hi chuna hai sir best	2
6490	im proud u mam n thank u much aapn apna kam bahut achi tarah se nibhaya hai hum apko hamesha	2
17094	yaad rahay yeh tarjuman bina salari sahooliyaat haain jo siraf media kay talk show hissa laaingay	0
9849	54 jo banda ail haar pe ronay dhoni k drami shru kr dy wo hamdardi ka haqdaar nhi hy aur	1
32708	pakistan kab jaog tum aur khurshid mil kar nahi bachayeng india ko bar	1
26615	71 thank much bhai bharat se jude sab detail dete ho mai 2 saal se aapka youtub	2
25431	bikan ki saan arjun ji 🇮🇳✌️ jai shree ram 🇮🇳🌹✌️✌️😊🙏🇮🇳	2
39260	amar hote hai wo diwan jo lipat 🇮🇳 sote hai ser niya matay hoti hai jink aancal lipat	2
37512	mamta ji ka nara jai bangla jai hind ism ye kauns hind ki baat krti jisk pm ko pm nhi maanti us hind ki	1
43111	feel bad aap hare nahi hai aapko haraya gaya hai ahir + chamar + musalman tino ne milka	0
45131	mayb i'ma new blink n't know 3 year bhut trust jenni kim feel u	1
14402	afridik world cup tum kabhi bhi hums jite nahi kah rahe ho ki se nahi dart	0
17571	awaaz u r best sir 😊	2
26924	mirchi abay bhosdik chutiy nikal idr se daali ke bachay ghasti ke salay lele ye tweet ja ise rt	0
19142	chahi tum log trump ko raat wala baap bana lo modi ko din wa	1
9865	2014 main tere baap nawaz shrif ko tu bulaya tha modi ne q us ne tu modi ki maa ko sari b bheji thi	1
17018	kya galat kaha maan tum kuttey kisi par koi bhi blame lagay aur woh tumhari baj	0
19966	rubika ji congress ko 140 se 150 ke kareb seet mileng sbse best news chennal abp news 😘😍😘😘😘😘😘	1
39333	issey badhiya cutom ko product becht waqt hath ke hath poison dedia karo kyuki servicr naam pe	2
9286	saw ulaganayagan sir vishwaroopam vishwaroopam2trail 😉 . cant wait share guy 5pm	2
28909	tere maulwi abbu ispr ne bola tha chutiy sun fir se ki paf ne sitf lock kiya aur bhag gay	0
28063	jhatu ho tum log sala game enter bhi nhii ho pate hai tum ye sab glitch sahi krte bhi	0
16377	sirji ek aap hi ais mp ho jo dil se janta apna mant ho dil se kam kart ho apko rajneeti ka moh n	2
39163	❤️ good morn sweet sweet papa ji ❤️ 🌹 plz bless sewa sumiran parmarth ka bal 💪 bak	2
24355	65year ink treatment ke layek koi aaaaaaahospit tak nahi banwaya ink aapno ne aur kahat	0
34519	aaj se shuru krna hy isi liy bta rha 😁	1
2069	ism modi ji ko dosh mat tum hate karn layak hi ho sharam aani chahiy ki tum aisa	1
26856	vorrect harman marri said correct wrong main harroz unka mann padhti hu j	1
24337	masti sabh mast ba	2
7426	salut hy tumh dher sari duaayen	2
18760	bina ministri k server nahi kar sakt desh ka ministri se maal milta hai isiliy sabm desh seva ki bhawna jaag gayi	2
19676	wo ye puchna tha k 1992 world cup b bangladesh ne south africa ko haraya tha kiya iccworldcup2019	1
16915	chandigarhamritsarchandigarh review 🤩🤩🤩🔥🔥🔥 love u mere ustaad g love u g dher sara pyaar movi lyi	2
44998	wire wale ab khullam khula fake propaganda chlane k liy utar aay h hadd h aisi chaatukarita ki congress ke patth	0
14785	upsssc exam delay aur cancel ho rahe hai es per debat kyo nahi koi hai jabab lena bala age	1
12686	modi sarkaar aan se liber samaaj shok ka vatavaran koi kuch nahi likh raha rw wale pareshan rw wale apna gussa rw w	0
39467	ye saala bhaat mata ki jai kyu nahi bol sakta khud bola hai ki mana kiya ki nahi bo	2
44551	mari best game	2
880	dil k khush krni ko ghalib khyal acha ha myth 😂	1
17628	lanat teri shakal pay kothay ki paidawar sala zaidi	0
17553	kisano ko fasal ka dam sahi nahi fasal vima ke nam per lut kisano ko sahi fasal ka dam ki ja	1
8201	happi birthday dabangg girl sonakshisinha wish mani mani happi return day 🎊🎉🎂😘😘	2
13532	dure recent visit varanasi got know famous thaggu ke laddoo ( ठग्गू के लड्डू ) kanpur thank	1
988	sammaniya p modiji wa amast kendriya mantrymahoday ke bharat ka pratinidhitwa sambhal ne par hardik subhkamanay	2
15966	subh ratri good night sweet dream	2
13756	bighit excit perform tonight wangotango show start 7pm pt	2
2281	day success salut mian sahib realli deserv fr love n respect whole nation wait	1
12559	irshad chandni chand ki hogyi sitaro ka kya hoga aur agar memer ko logo se dar lagn laga sala meme	1
44882	modi ji pranam aap hamar bharat jo sabs bada masla hai ram mandir ka vo aap ab jald se jald banvan ka py reya	1
8519	sibl khalid ali ne c harkati kbhi nhi ki 😂	1
19765	madam ji bangal dang bhadk h uski wajah se nahi gayi h uska statement waha ki situat pata kijiy	1
35302	haay love travel gon na meet pukhtoon brother side border	2
12905	ye na smajh nayi sarkar ki janta ne unh bahut adhik seat k sath jitaya hai unh ye dhyan rakhna hoga ki unh	2
19016	oath take ceremoni pm countri circus drama sadm se bahar nahi nikl ho kya	0
28528	dekho choti height big problem choti soch big problem dude	1
15110	love much latex julia 😍😘 . look sexi wear latex suit 😍😘	2
20404	cri fact im see boy month im ganna happi w friend im ganna safe space	1
26440	gajab krte ho didi aap bhi hindu aadmi sadak pe jay shree raam bhi na bole aur haa didi ram naam	1
13116	best friend dad sent	1
14180	larkaa 😂😂😂 pta ni us din b dil krta btana ka k ni 😂😂 wase yeh wja ni aiven e bs 😂	1
16905	libraandus ko aapn open space de diya saal gandagi phaiilaayeng	0
23410	bakar omg janna nail scene cariakudisyurga	2
12661	aur pakistani media per nach gana bhi band hona chahiy raat 12 bajey tamam tv channel band honey chahiy	0
18453	shame ashrafia kitna maal jama kerog haram khoro sab yahim chor ke mar jate ho lalac	0
27449	ye faltu ki beha band kre dharmik bhawany badkana band kre congress start hindu muslim fi	0
15105	pahthon ne sai chor bzari gram kr rkhi kaptan chpal k name pe inki chpal ko koi puchta nhi tha ab oqat	0
37549	wb bc ko tv pr dekhta kon hai ye bat isko iski baji ny kan main batay thi kya	0
1699	pakhandi dharti ke bojh kutto se tulna aap khud apni kare kutt ki puch sidhi ho sakti h	0
2278	pic1 - beta tu congress presid bann rahe amit shah ab bjp ka presid nahi hai 2024 mein hum jeeteng	0
24077	wow love ador realli maa ke ashirbad bada duniya kuch nhi hai maa ka ashirbad ji	2
44385	happi slowli sure head toward congress mukt bharat	1
27426	meanboi 995 behen sarcasm nam ki cheej hoti hai ! ? ugh dumbhead pic ka shot accha nahi laga lmfao	0
18113	jin ko imam parchi lgta hai babar selfish lgta hai imad ki worth smjh nai ati amir team mn kiun wapa aia ye nai	1
22680	abhi se dil jeet liya kyn bhai mufta hy kyaa kisn kaha world cup jeeto ya haaro jeetna hy world cup 🤲🏻🏏…	2
24252	lambaalka madam bais delhi ko kon sa tum logo ne pari bana diya tarf gandgi kudda hai tum jais ghatiya po	0
9843	super tire day thank god food 🙏🙏 sirf khane ka sahara hai mujh ab 😂😂😂 khoob barish mile kisaano ko 🙏🙏💃	1
5093	h r oye chutiy sab bol rahe mujh yeh dekh tera tweet copi kia ullu ke patth kahi ke 😂😂 time	0
12743	54 thank wear nation dress open ceremoni cwc19 done us proud	2
12625	worldvictorioussaint saraswati marg darshan karn wala taran taran asia khand mein jis desh ke naam hindustan hind	1
8276	ji bareilli flight chalu hongi ki nahi aap ka promot ho gaya - apni constitu ka bhi dekh lo	1
6803	goi goi india sir best wish aaps kaafi ummed judi huye hai	1
26210	mai ye kehta hu pure india beef slaughter band kr deni chahy khash taur se muslim khud ise khana band kr	2
145	abe kutt ki sakal k musalmaan ki wazah se tere ghar ki roti chal rhi hai tere andar dam hai toh 5…	0
6638	video khali thode naa tha kagta hai ikka dukka dekh ho video dekho sahab ke happyfi v dekho	1
32180	sir aapko bahut ummeedo se desh ke sarvoch sth	1
7173	bjp kaam krne valo ki kami nahi ha	2
14761	hame ghanta farak nahi padta tum kya socht ho shehzad jee	1
8468	“ bhar jholi meri ya muhammad ”	2
43308	sir aaps ek nivedan hai abhi ab	1
13717	minist shab necta nahi nacta huta kissi hathi k bachyy	0
36955	ye apn suna hi hoga ki maa-baap k karmo ka fal bacho ko bhugtna padta h aap logo k	0
40066	kyu fake news faila rahe ho nitish kumar ne clear kiya hain sab kuch aap se ye ummid nahi hain wire l	0
7331	rotudu wagl ha ha ha enjoy even enjoy elect victori parasit	2
26325	princessmaggg miss good luvvv	2
13265	tejasswiprakash mishaan r togeth montag	1
15901	happiest birthday girl 💖😘 incred journey see grow yea	2
5012	hamar mulk mei log khush hain tumh sab acchi bato mei sirf buri nazar aay	0
39480	happi birthday mr hari ram kishori lal senior leader ppp minist minor affair & food govt sindh	2
26108	gilani jumma tul wida may last jumma ramadan bring peac prosper ameen dua jummahmubarak kee	2
35514	ahmed110 ima lajawab wo hotay hai jink pas lafz nahi hotay	1
13160	true heheheh best luck diyan sa cours mo final fulfil dream becom playwright ☺️❣️	2
28469	thik h sir phir ap mujh bhi na baty 🙏	1
11662	fuck	1
21595	best luck sir lot love jai hind vand matram bharat mata ki jai 👍🙏🙏🙏	2
13438	sudden lyric bhulleya came mind 😭❤ underr song dil hy parinda asmaan ko maa	1
37069	k9 😭😭😂 pakka compani dega na tu jcb ki khudai dekhn ni jayega	1
24062	lazyteen shakl acchi h 's repli	1
